-3.05592 -3.82673 -3.53461 
-3.03935 -3.94981 -3.4475 
-2.55618 -4.08863 -3.40575 
-2.44873 -5.44148 -3.48349 
-1.75045 -3.30147 -3.57356 
-2.14103 -2.23242 -3.13347 
-1.59327 -2.31251 -2.68102 
-1.68811 -2.6895 -2.6211 
-1.62356 -2.48173 -2.77239 
-1.60742 -2.03108 -2.55911 
-1.40516 -1.88628 -2.28526 
-1.51768 -2.09062 -2.2877 
-1.30398 -2.37864 -2.39631 
-1.30232 -1.91738 -2.17858 
-1.31399 -1.53716 -1.86981 
-1.46246 -1.70532 -1.83474 
-1.67422 -2.4727 -2.02744 
-1.63425 -2.67752 -2.14419 
-1.95455 -1.99059 -2.05243 
-2.03038 -2.10455 -2.0172 
-2.04308 -3.07651 -2.17245 
-2.1635 -3.26388 -2.31329 
-2.38468 -2.39021 -2.21267 
-2.33353 -2.28425 -2.24679 
-2.81246 -2.58967 -2.56589 
-3.69604 -3.07521 -2.76641 
-2.51431 -2.92015 -2.67562 
-2.956 -2.28983 -2.73503 
-3.19646 -2.20282 -2.98918 
-3.48213 -2.89028 -2.83224 
-2.54999 -2.95357 -2.74026 
-3.0583 -2.3291 -2.92802 
-3.06387 -2.30609 -3.30867 
-3.98786 -2.94858 -3.15977 
-2.95438 -3.10159 -3.13427 
-2.89971 -2.65118 -3.1887 
-2.74034 -2.65161 -3.22898 
-2.18728 -3.17314 -3.12825 
-2.5135 -3.05172 -3.5579 
-2.06947 -3.4783 -4.03505 
-2.26433 -4.29538 -4.02174 
-1.98384 -3.94688 -3.94266 
-1.91908 -3.0713 -4.87654 
-1.79682 -3.03451 -6.19374 
-1.57767 -3.9244 -4.59274 
-1.43269 -3.78432 -4.11115 
-1.43643 -3.06793 -4.857 
-1.25154 -3.17396 -6.20121 
-1.40675 -3.51568 -5.40527 
-1.51325 -3.75081 -4.58751 
-1.74048 -3.46661 -4.58254 
-1.47029 -2.56681 -5.15787 
-1.06075 -2.63981 -5.90956 
-0.445542 -2.44506 -4.71276 
-0.586289 -1.68606 -3.87316 
-0.389765 -1.54848 -2.92896 
-0.801444 -1.81079 -2.26722 
-0.430433 -1.91159 -2.19359 
-0.625045 -1.43057 -2.55193 
-0.48115 -1.36602 -2.66275 
-0.798461 -1.85151 -2.24531 
-0.549472 -1.94888 -2.20861 
-0.623898 -1.45795 -2.58777 
-0.522321 -1.56391 -2.61391 
-1.12904 -2.09508 -2.20721 
-2.00861 -2.3891 -2.22112 
-2.20599 -2.4602 -2.72853 
-2.16724 -2.82134 -3.57161 
-1.76168 -3.38502 -4.60999 
-2.95529 -2.65021 -4.08567 
-2.54682 -2.56281 -3.22093 
-2.27811 -3.41797 -2.94417 
-2.09008 -3.32975 -3.21515 
-2.56505 -2.66693 -3.26911 
-2.07994 -2.75181 -2.84238 
-2.2531 -3.30669 -2.65034 
-1.82248 -3.3313 -2.73986 
-1.74932 -2.2257 -2.74864 
-1.57121 -1.97003 -2.66811 
-1.202 -2.38883 -2.6351 
-1.39539 -2.20311 -2.62384 
-1.49782 -1.80926 -2.63178 
-1.52738 -1.98826 -2.80794 
-1.43085 -2.43617 -2.96622 
-1.42383 -2.2027 -2.97502 
-1.57979 -1.68665 -2.96884 
-1.6375 -1.88361 -3.05374 
-1.37654 -2.51174 -3.27185 
-1.78834 -1.98418 -3.57959 
-2.35345 -1.77995 -3.50723 
-1.94019 -2.65893 -3.12704 
-2.05914 -2.83783 -3.16601 
-2.75193 -2.25649 -3.65019 
-2.0643 -2.32962 -3.78318 
-1.92448 -2.3437 -3.46476 
-1.96662 -1.81815 -3.73369 
-2.40374 -1.63704 -4.08241 
-1.46768 -1.93169 -3.47062 
-1.59111 -1.75076 -3.3978 
-1.97254 -1.37235 -4.02051 
-2.17901 -1.54285 -4.25245 
-1.37359 -1.94146 -3.63388 
-1.81859 -1.50005 -3.59557 
-2.68708 -1.28121 -4.04456 
-2.19376 -1.63199 -4.63107 
