-1.80811 -1.8124 -4.35646 
-2.19948 -1.5276 -3.66138 
-2.32413 -1.64448 -3.26831 
-1.77865 -2.39162 -3.16051 
-2.09473 -2.374 -3.2817 
-1.72324 -1.99599 -3.21504 
-1.86513 -1.96113 -3.1578 
-1.54417 -2.46476 -3.07975 
-1.76696 -2.47688 -2.90463 
-1.78616 -2.22981 -2.83436 
-1.96476 -2.28202 -3.06598 
-1.64908 -2.9218 -3.06906 
-1.62896 -3.1453 -2.89922 
-1.67991 -2.77463 -3.00669 
-1.9125 -2.55465 -3.58659 
-2.29956 -2.64718 -4.14758 
-2.09005 -2.83275 -3.88581 
-3.04834 -2.93131 -3.60374 
-2.46756 -3.28074 -3.79516 
-3.21681 -3.23159 -3.82496 
-2.43334 -3.21693 -3.66656 
-2.74017 -3.5494 -3.5444 
-2.22203 -4.11732 -3.8377 
-2.28566 -3.04922 -3.98922 
-2.29253 -2.70856 -3.63388 
-1.7953 -3.62191 -3.46664 
-1.95529 -3.39087 -3.8669 
-2.15758 -2.47202 -3.67374 
-2.10986 -2.39961 -3.16907 
-1.52528 -2.53826 -3.38498 
-1.90644 -2.14521 -3.95274 
-1.96187 -2.00903 -3.26188 
-2.19157 -2.28237 -2.73761 
-1.58108 -2.51805 -2.86023 
-1.9958 -2.11505 -3.02517 
-2.58104 -2.01067 -2.67439 
-2.91427 -2.24422 -2.52727 
-2.50341 -2.20088 -2.82144 
-2.29405 -2.2326 -2.97639 
-1.99871 -2.46664 -2.62909 
-2.4171 -2.28609 -2.30708 
-2.02343 -2.11836 -2.12334 
-2.00609 -2.10992 -2.15376 
-2.1994 -1.98691 -2.5107 
-2.47253 -1.84709 -2.88252 
-1.65507 -1.91873 -2.56509 
-1.83384 -1.94298 -2.42816 
-2.04897 -1.95769 -2.8701 
-2.27541 -2.12206 -3.17862 
-1.67217 -2.26851 -2.60572 
-2.04522 -2.03024 -2.41345 
-2.78929 -1.92418 -2.7031 
-2.67871 -2.21508 -2.92293 
-1.94755 -2.14571 -2.66801 
-2.10047 -1.52069 -2.5574 
-2.11938 -1.3986 -2.47833 
-1.78249 -1.76796 -2.32778 
-2.10374 -1.82062 -2.33233 
-2.34428 -1.44545 -2.463 
-2.38669 -1.39484 -2.45033 
-1.92548 -1.74219 -2.31513 
-2.1183 -1.84329 -2.34333 
-2.45582 -1.45376 -2.54195 
-2.4917 -1.40826 -2.74045 
-2.0415 -1.88927 -2.88219 
-2.49988 -2.49357 -3.25325 
-2.99486 -2.55072 -3.82144 
-3.13129 -2.73031 -3.92082 
-2.99746 -3.37377 -3.51602 
-3.37148 -3.6709 -3.72886 
-2.73437 -2.7414 -4.3755 
-3.11674 -2.45748 -3.71513 
-2.64793 -3.1336 -3.05694 
-3.3922 -3.49183 -3.25854 
-2.79767 -2.54577 -3.83435 
-2.84851 -2.43438 -3.33141 
-1.86121 -2.93263 -3.04313 
-2.97974 -2.44675 -3.33965 
-2.47628 -2.2538 -3.06625 
-3.002 -2.50095 -2.45731 
-2.12895 -2.70942 -2.42575 
-2.95079 -2.36496 -2.83501 
-2.55759 -2.49159 -2.91736 
-2.51118 -2.94684 -2.54952 
-2.21518 -2.64017 -2.64595 
-2.50588 -2.26048 -2.97109 
-2.65457 -2.55884 -2.77352 
-2.51652 -2.93781 -2.4201 
-3.95354 -2.59304 -2.42949 
-2.98913 -2.49973 -2.66861 
-3.87589 -2.85845 -2.84056 
-2.35482 -3.31798 -3.02256 
-3.30951 -2.82476 -3.43091 
-3.08904 -2.30514 -3.52201 
-4.31174 -2.48112 -2.78794 
-2.84781 -2.96223 -2.42224 
-3.37387 -2.78478 -2.4232 
-2.80572 -2.03074 -2.52353 
-3.71165 -1.93465 -2.25684 
-2.547 -2.54762 -2.04992 
-3.25603 -3.04461 -2.03837 
-2.92722 -2.33381 -2.08789 
-3.7524 -2.20883 -1.92047 
-2.87471 -2.66445 -1.79576 
-3.77662 -2.97927 -1.82778 
-2.80597 -2.6676 -1.96568 
-3.80378 -2.55287 -2.01529 
-2.96812 -2.97774 -2.05695 
-4.33869 -3.40084 -2.15727 
-3.92637 -3.82309 -2.30944 
-4.25567 -4.29961 -2.47943 
-4.2249 -3.81548 -2.69784 
-4.21434 -3.5576 -2.92998 
-4.44588 -4.15379 -3.11585 
-3.25705 -3.95993 -3.61946 
-4.55379 -3.06722 -4.28979 
-3.20889 -3.33301 -3.7396 
-2.42313 -3.07231 -3.25676 
-2.36987 -2.04668 -3.67539 
-2.35781 -1.9091 -4.71221 
-1.78225 -2.33977 -4.18477 
-1.86668 -1.99921 -3.7374 
-1.81107 -1.69307 -3.84207 
-1.62158 -1.89737 -3.32112 
-1.59008 -2.28277 -2.58155 
-1.44325 -1.86811 -2.31232 
-1.79419 -1.6259 -2.32807 
-1.59446 -1.98853 -2.43124 
-1.72776 -2.44883 -2.41038 
-1.78528 -2.16805 -2.38538 
-2.18218 -2.45429 -2.32684 
-2.03594 -3.44903 -2.35485 
-2.58182 -3.64423 -2.37594 
-2.1746 -3.42 -2.33078 
-2.41145 -3.54077 -2.26377 
-3.25732 -3.44492 -2.50451 
-2.93207 -3.61703 -3.07021 
-3.32687 -4.05113 -3.5153 
-2.18968 -4.72976 -3.09458 
-2.58058 -3.1196 -2.66937 
-2.32712 -2.77509 -2.57924 
-2.93522 -3.16224 -2.8358 
-2.23357 -3.24796 -2.98173 
-2.24556 -2.44373 -2.68014 
-1.67128 -2.43507 -2.4468 
-1.65513 -3.02567 -2.61199 
-2.26873 -2.74458 -2.85701 
-2.17049 -2.24794 -2.51659 
-1.65512 -2.22279 -2.36243 
-1.43619 -2.32542 -2.72551 
-2.17654 -2.16237 -3.34312 
-1.68445 -2.27223 -3.15919 
-1.50441 -1.9544 -3.01156 
-1.38103 -1.58918 -2.64431 
-1.94856 -1.48002 -2.09639 
-1.64267 -1.47356 -2.01069 
-1.782 -1.2352 -2.55067 
-1.55996 -1.23539 -2.8019 
-1.73671 -1.48623 -2.20614 
-1.69334 -1.55396 -2.19036 
-1.80625 -1.31072 -2.85999 
-1.74104 -1.42081 -2.89345 
-1.73045 -1.7236 -2.19401 
-2.47104 -1.56713 -2.20543 
-2.20285 -1.5046 -2.81506 
-1.9168 -2.09265 -2.98421 
-1.94902 -3.01896 -2.47751 
-2.80669 -2.57446 -2.34484 
-2.51314 -2.06898 -2.64504 
-2.42243 -2.23276 -2.91155 
-1.85311 -2.73962 -2.59324 
-2.61992 -2.2535 -2.3698 
-2.71429 -1.85771 -2.55107 
-2.46292 -2.17316 -2.85333 
-1.69731 -2.7001 -2.57725 
-1.86965 -2.24842 -2.32111 
-1.33454 -1.87976 -2.51801 
-1.58847 -1.96238 -3.27161 
-1.22187 -2.52682 -4.38392 
-1.64179 -2.61656 -4.14922 
-1.37907 -2.53824 -3.71546 
-1.60309 -2.60831 -3.74905 
-1.31756 -2.8475 -4.27387 
-1.1397 -2.96827 -4.19935 
-1.13316 -2.76676 -3.76541 
-1.36474 -2.57831 -3.75365 
-1.5844 -3.0058 -4.45747 
-1.49573 -3.70226 -4.57782 
-2.16305 -3.38696 -4.22532 
-2.13161 -3.29368 -4.60431 
-2.30375 -3.50231 -5.59561 
-1.78878 -3.66299 -5.11314 
-1.72204 -2.85862 -3.98943 
-1.76776 -2.29237 -3.41094 
-1.54675 -2.42067 -3.364 
-2.26849 -2.4595 -3.98765 
-2.1161 -2.15187 -3.79631 
