 0.597994  0.092029 0.0147569 -0.833373 -0.864909  0.197141  -0.20586 -0.390136  -2.50039  -2.86826   -4.8502  -3.73147  -4.41439
-0.326555  0.138164 -0.443218  -1.77584  -1.02259 -0.753698 -0.843201 -0.373517    -2.817   -2.7056  -5.49139  -3.81801  -4.07897
0.0154507 -0.714605 -0.562869  -1.16092  -1.58942 -0.190683 -0.686107  -1.41353  -2.72153   -2.7018  -4.75717  -4.11658  -3.86577
-0.790964 -0.689493  -1.01763  -1.08296  -2.48309  -1.50981 -0.822806  -2.14462  -2.60755   -2.7264  -4.48063  -4.06129  -3.57932
-0.495194 -0.704608  -1.45941  -2.10667  -1.75803 -0.416103  -1.77752  -1.37054  -2.49504  -2.99808  -3.81447  -3.67433  -3.81244
-0.937569  -1.23677  -1.01101  -2.30984  -2.00321  -1.46574  -1.33127  -1.31136  -2.93747  -2.95874  -3.03209  -3.63239  -4.21301
-0.470213  -1.02233  -1.07846  -1.63864  -2.76678 -0.677294  -1.37765  -1.79789  -3.07487  -2.87618  -2.54044  -3.82987  -4.12391
-0.758453 -0.581834  -1.26239   -1.9801  -1.60721  -1.11914   -1.1362  -2.47829  -3.01331  -2.74576  -2.42382  -3.77109  -3.57613
-0.127773 -0.550588 -0.908768  -1.72937  -1.45497 -0.714241 -0.911835  -1.04628  -2.55477  -3.10012   -2.4008   -3.5488  -3.67795
-0.503757 -0.279238  -0.29266 -0.934843  -1.64831  -0.70354  -1.45125 -0.440284  -2.64103  -3.23492  -2.36691  -3.64395  -3.92758
  0.264859  -0.301028 -0.0590657  -0.982298   -1.35204  -0.347818  -0.324023  -0.970141   -2.82802   -3.23263   -2.30308   -3.74566   -3.88977
-0.124982  0.159133 -0.241271  -1.24298 -0.720924 -0.229385 -0.245916  -1.16961  -3.12391  -3.06603  -2.26941  -3.51508  -3.35976
  0.54835  0.216729 -0.329345 -0.663735   -1.0043 -0.226669 -0.527326 -0.248898  -3.11766  -3.50142  -2.17444  -3.34031  -3.44712
 0.181896  0.502245  0.250324 -0.392883 -0.775325  0.109397 -0.182052 -0.160813  -3.28877  -3.71742  -2.01839  -3.52339  -3.97844
 0.722446   0.26858  0.672879 -0.467719 -0.490229 -0.134003  0.176053 -0.315089  -3.62472  -3.53965  -1.85988  -3.73343  -4.45782
  0.555209   0.652799    0.47716  -0.368574  -0.443215   0.445162  0.0493693 -0.0628173   -3.51478   -3.30752   -1.78919    -3.6496   -4.06083
  0.798395   0.834561   0.164486  -0.129687  -0.406925 0.00763525   0.148911   0.130358   -3.29884   -3.38595   -1.81562   -3.69226   -3.88029
    0.78678    0.789875    0.689118   -0.104803   -0.397905    0.566585    0.216836 0.000502061     -3.2629    -3.62078    -1.90788    -4.12399    -4.07754
 0.958183  0.673735  0.937748 -0.256998 -0.115337  0.110453  0.491527 0.0356972  -3.49591  -4.14711  -1.97719   -4.4302  -4.43938
  0.909396    1.08102   0.681608 -0.0346077  -0.166972   0.744775   0.244222    0.33252   -3.34085   -4.15538   -1.99089    -3.8677   -4.30415
 1.00271   1.0352 0.744622 0.186213 -0.26382 0.166897 0.493144 0.368099 -3.48083 -3.47811 -1.93066 -3.54143 -3.97978
    1.1274   0.894096   0.939829   0.053809 -0.0201669   0.759793   0.432713   0.180529   -3.62311   -3.49308   -1.82235   -3.48134   -4.06837
    0.95893     1.22233     0.83632  -0.0215162 -0.00845616    0.268969    0.598755     0.19644    -4.18669    -4.05927    -1.75235    -3.62494    -4.61885
   1.2352   1.12099  0.967167  0.216601 -0.028569  0.751629  0.449152   0.43132  -3.67561  -4.02288  -1.73179  -3.54605  -5.22591
 0.971075   1.10484   1.17511  0.276184 -0.125536  0.444149  0.587747  0.495447   -3.5794  -3.00452  -1.72621  -3.36797  -4.89554
  1.28801   1.03472  0.968272 0.0519042 0.0859814  0.631129  0.542409  0.418979   -3.2744  -3.32113   -1.6624  -3.16389  -4.12022
  0.986108    1.36912   0.634092 0.00305123  0.0405891   0.633431   0.530065   0.258502   -3.58475   -4.88276   -1.62172   -3.06167   -4.20279
   1.26005    1.07981    1.04817   0.274961 0.00953831   0.485917   0.698584   0.252441   -3.21744   -4.02945   -1.65799   -2.96939   -4.68704
   1.05737    1.07608    1.29713   0.295818 -0.0978548   0.759797   0.425515   0.497381   -3.40618   -2.58383   -1.76284   -3.01656   -4.58937
  1.21282    1.1136  0.958581 0.0721572  0.139636  0.381923  0.636254  0.486272   -3.3636  -2.50421  -1.76993  -3.00752  -3.97377
  1.04093   1.32892   0.58524 0.0539359 -0.028616  0.770706   0.51232  0.312761  -3.59857  -2.71111   -1.7133  -2.96871  -4.10101
   1.19604    1.00058   0.995369   0.235608 0.00666214   0.281614   0.637429    0.29488   -2.94266   -2.29115   -1.77587   -3.04403   -4.73488
  0.98694   1.03361   1.16653  0.178823 -0.165386  0.806951  0.363454  0.315126  -2.75103  -1.86918  -1.97548   -3.3415  -5.30461
   1.12518    1.06329   0.893949 -0.0138168   0.115752   0.159921   0.687667   0.309948   -2.71933   -1.82682   -2.10376   -3.52091   -4.49708
  0.98994   1.08931  0.662211  0.105719 -0.175217  0.757374   0.25744   0.40855  -3.06385  -1.94597  -1.98847  -3.37498  -4.40595
  1.00213  0.997761  0.840043  0.109827 -0.148292  0.134704  0.511485  0.247303  -2.98277   -1.9311  -1.93646  -3.29738  -4.88439
   0.95159   0.870954   0.970757 -0.0890703 -0.0326912    0.68447   0.385959 -0.0253682   -3.12324   -1.83304   -2.18151   -3.44415   -5.00933
 0.930183  0.925796  0.743524 0.0195442 -0.182136 0.0395452  0.453126  0.182582  -3.15798  -1.84108  -2.69967  -3.47521  -4.51603
  0.87634  0.991296  0.541912 0.0272549 -0.362151  0.598177  0.135771  0.357734  -3.28761     -1.93  -2.87681  -3.49851  -4.29983
  0.811222   0.822523   0.791921  -0.237871  -0.104227 -0.0407244   0.335773    0.11475   -3.11606   -1.99018   -2.74003   -3.85617   -4.24949
 0.828938  0.650679  0.772138 -0.279984 -0.399129  0.428735  0.267326 -0.200819  -2.90958  -2.06037  -2.84901  -4.13993   -4.4138
  0.681347   0.962306   0.377948  -0.182773  -0.266186 -0.0588222   0.173135  0.0153294   -2.84141   -2.09829   -3.11398   -3.93457   -4.30321
  0.722268   0.723625   0.499723 -0.0428895  -0.442705   0.281508 -0.0418006  0.0702042   -2.99103   -2.15703   -2.97482   -3.87839   -4.08011
 0.575717  0.646628  0.701751 -0.152787 -0.527932 -0.100601  0.199687 -0.182512  -3.40798  -2.38352  -2.66519  -4.11463  -4.20834
 0.613487  0.695791  0.525983 -0.605739 -0.379193 0.0802758 -0.142301 -0.234395  -3.41803  -2.93511  -2.45465  -4.09554  -4.33783
 0.403659  0.715308  0.339579 -0.646563 -0.560239 -0.131061 -0.131519 -0.329437  -3.19628  -3.36254  -2.27044   -3.6209  -4.02352
  0.507201   0.472236   0.364318  -0.377614  -0.645928  -0.174234 -0.0149729  -0.353203   -2.82002   -2.92042    -2.0815   -3.37065   -3.63776
  0.28809  0.525118  0.274649 -0.310606 -0.800616 -0.240659 -0.373377 -0.139724  -2.82357  -2.21319  -2.03877   -3.4215  -3.64265
 0.261665  0.524858  0.295829 -0.767303 -0.961339 -0.262364 -0.278579 -0.450566  -2.76367  -2.16803  -2.02449  -3.66608  -3.90937
   0.22916   0.279872   0.422106   -1.33089  -0.544118  -0.430143 -0.0542738  -0.900287   -2.88475   -2.33485   -2.04611   -4.01863   -3.83728
0.0435212   0.21009 0.0904479 -0.482362  -1.06692 -0.596111 -0.345494 -0.307328  -2.87776  -2.29043  -2.01874  -4.01975  -3.51925
 0.151816  0.372498 -0.753379 -0.343982  -1.61176 -0.438674 -0.740155  -0.20459   -2.9854  -1.91595  -2.01592  -3.69717  -3.35044
 -0.421731   0.233615 -0.0827607   -1.50115   -0.76656   -0.87961  -0.244724   -1.06522   -3.06249   -1.92902   -1.98646   -3.54184   -3.22854
0.0824686 -0.664291  0.309607  -1.72734 -0.920693 -0.670647 -0.380753   -1.3499  -3.19281  -2.13976  -2.08016  -3.56097  -3.03748
-0.796873  0.132324 -0.425729 -0.797347   -1.8119  -0.94196 -0.649428 -0.508787  -3.07554  -2.15152  -2.19743  -3.55033  -2.94274
-0.149906  -0.24514  -1.16518  -1.06787  -1.31947  -1.14092 -0.736238 -0.446991  -2.82847  -1.90779  -2.24136   -3.3636  -2.99274
-0.971561 -0.547049 -0.436947  -1.74281  -1.19553 -0.934997 -0.550593  -1.23646  -2.79685  -1.85479  -2.32717  -3.27752  -2.97681
-0.495714 -0.711677 -0.427792   -1.3204  -1.47897  -1.46344 -0.479431  -1.50718  -3.15329  -2.01027  -2.79838  -3.36236  -2.82482
 -1.20837 -0.511008 -0.963618  -1.12495  -1.78622  -1.11163  -1.26244 -0.846876  -3.47541  -2.27689  -3.71912  -3.53493  -2.81467
-0.710824 -0.863345  -1.35036  -1.51775  -1.48259  -1.98465 -0.830611  -1.05372  -3.24008  -2.47562  -4.04175   -3.6373   -2.9722
-1.37933 -0.73194 -1.43407 -1.71306  -1.3902 -1.39379 -1.15737 -1.50153 -2.81922 -2.53645 -3.39388 -3.61878 -3.07193
 -1.36573 -0.968536  -1.14286  -1.29494   -1.9824  -1.87703  -1.47078  -1.92579  -2.76407  -2.42982  -3.17933  -3.47126  -3.02873
-1.46038 -1.31327 -1.10364 -1.68861 -2.34547 -1.64265 -1.26178  -2.8203 -2.98371 -2.35304 -3.32159 -3.44002 -3.00833
 -2.06557 -0.829663  -1.52689  -2.91856  -1.50831  -3.00161  -1.60216  -1.74553  -3.20591  -2.44636  -3.39153  -3.47334  -3.17492
-1.54342  -1.0913 -1.29786 -1.76686 -2.51826 -1.65261 -2.94633 -1.54982 -2.78166 -2.60401 -3.36283 -3.57829 -3.34283
-2.08434 -1.16591 -1.15393 -1.56697 -3.33651 -3.41948 -1.47326 -3.00626  -2.5619 -2.70341 -3.47426 -3.63325 -3.53162
 -1.80068 -0.953741  -1.69852  -2.74463  -2.41659  -1.94328   -2.4323   -3.0551  -2.80776  -2.85465  -3.67071  -3.76765  -3.57863
  -2.974 -1.10189 -1.52176 -2.97954 -2.31163  -3.5987 -3.63848 -2.43884 -3.34862 -3.03793 -3.54564 -3.93121 -3.56196
-1.78416 -1.71613 -1.18887  -2.1456 -3.41305 -2.46975 -2.88488 -3.66352 -2.90681 -2.96351 -3.38613 -4.16171 -3.68032
-2.86913 -1.08063  -1.7134  -2.5078 -2.86202 -3.69279 -2.47864 -4.24722 -2.47115 -2.71995 -3.45353 -4.39602 -4.14268
-1.98155 -1.16384 -1.90603  -2.9903 -3.63907 -2.15615 -3.85218 -3.06382 -2.52991 -2.68076 -3.66991 -4.70649 -4.44067
-3.15355 -1.99202 -1.39754 -3.19952 -3.80603 -3.75606 -2.67892 -3.91803 -3.07196 -2.84831 -3.62104 -4.32969 -4.02457
-1.83109 -1.70269 -1.67565 -3.81175 -3.19301 -2.46202  -3.2444 -5.12634 -3.09431 -3.19701 -3.60621 -3.92942 -3.55226
-2.96046 -1.18328  -2.1044 -3.30784 -3.55252 -3.62014 -3.54178 -3.63505 -2.84079  -3.3855 -3.94021 -3.68938 -3.62618
-1.41268 -1.87665 -1.74353 -2.96981 -3.77142 -2.25447 -3.35186 -3.82865 -2.72419 -3.52239 -4.08217 -3.89589 -4.12095
-2.76053 -1.99361 -1.85494 -3.44734 -3.53146 -3.30837 -2.45304 -3.48437 -2.81715 -3.67763 -3.62058 -4.17176 -4.61509
-1.52707 -1.98377 -2.30978 -3.22568 -2.79072 -2.24711 -3.74182 -2.53511 -2.61384 -4.27289  -3.2398 -4.30385 -4.13708
-2.21086 -1.99292   -2.215 -2.60629 -3.60738 -2.92796 -2.64709 -2.73482 -2.48512 -3.80533 -3.17776 -4.03397 -3.84401
-1.27126 -2.16767  -2.0846 -2.75674 -2.85589  -2.1283 -2.18072 -3.76296 -2.40658 -3.29061 -3.21894  -3.9185 -4.01415
-1.68675 -1.73978 -2.11747 -3.08406 -3.18773 -2.46411 -2.41681 -2.68191 -2.64172 -3.20576  -3.2853 -3.91192 -4.27163
-1.26728 -1.86024 -2.19635 -2.51681 -2.74554 -2.08663 -2.39221 -2.20622  -2.7688 -3.75702 -3.27433 -3.98971 -4.03661
-1.60529 -1.46128 -1.96685 -2.24865 -3.47077 -2.12716 -2.28965 -2.35848 -2.65903 -3.67465 -3.12366 -3.86935 -3.82521
-1.02497 -1.77179 -1.63271 -2.93024 -2.53738 -2.27491 -2.00971 -2.57165 -2.48529 -3.22752 -3.02429 -3.93511 -3.83431
-1.48128 -1.34719 -1.51949 -3.39198 -2.61099 -1.45495 -2.42265  -2.4736 -2.61678 -3.20638 -3.16268  -4.2138 -4.03145
-0.895293  -1.67333  -1.79965  -2.17665  -2.62183  -2.67606  -1.50296  -2.03984  -2.68963  -3.70879  -3.37387    -4.605  -4.00637
 -1.44874 -0.890137  -1.81412  -1.86962  -2.86284   -1.2264  -2.11662  -1.39249  -2.60535  -3.70033  -3.31797   -4.5394  -4.01988
-0.991035  -1.52781  -1.02261  -2.37268  -2.29128  -2.54061  -1.72888   -1.4152  -2.46949    -3.427  -3.30383   -4.4541   -4.0243
 -1.08221  -1.27008 -0.984265  -2.71645  -2.33263  -1.23191  -1.85798  -2.39115  -2.79014  -3.36012  -3.45968  -4.46966  -4.14211
 -0.97147 -0.932538   -2.0249  -2.01919  -2.29191  -2.03727  -1.24598  -2.44222   -3.2195  -3.40585  -3.64796   -4.2408  -4.12302
 -1.27645 -0.704966  -1.47004    -1.712  -2.63799  -1.25166  -2.04846  -1.14808  -3.35235  -3.16022  -3.64649  -3.90854  -3.97443
-0.807494  -1.73861 -0.573778    -2.233  -2.09902  -1.55823  -1.86464  -1.22588  -3.05571  -3.16726  -3.54009  -3.98565  -3.64887
 -1.35517 -0.927877 -0.931641  -2.52982  -1.92238  -1.43453  -0.96558  -2.68692  -3.23892  -3.37437  -3.32181  -4.21846  -3.61654
-0.710289 -0.654386  -2.04597  -1.79355  -2.34169 -0.989919  -1.53424  -1.77518  -3.49295  -3.29472  -3.16704  -3.91003  -3.83077
 -1.17596 -0.884247 -0.893745  -1.68629  -2.21812  -1.45995  -1.28611 -0.964957  -3.93896  -3.13323  -3.02805  -3.68908   -3.8824
-0.760688  -1.33972 -0.512583  -2.11274  -1.91295 -0.984144   -1.5879  -1.09212  -3.93866  -3.19566  -2.89611  -3.79466  -3.74454
-0.976478 -0.547034   -1.1943   -2.2354  -2.04314   -1.9868 -0.866812  -2.20183  -4.13168  -3.02501  -2.82966  -3.88814  -3.86042
 -0.97699 -0.657999  -1.17683  -1.77325  -1.81709 -0.887031  -1.09615  -1.82435  -3.75611  -2.51544  -2.77382  -3.66371  -4.28179
-0.779103  -1.27696 -0.553798  -1.50928  -2.27394  -1.68927  -1.23145 -0.808743  -3.46286  -2.24535  -2.65871  -3.48642  -4.08757
-0.846686 -0.726753 -0.925343  -2.09755  -1.70039 -0.889603  -1.54177 -0.946439  -3.35575  -2.24843  -2.59523  -3.62238  -3.72611
 -1.00232 -0.508641  -1.31447  -2.27888  -1.57844   -2.0149 -0.631129  -2.37775  -3.51573  -2.36131  -2.68287  -3.78003  -3.80748
-0.745481   -1.1247 -0.648022  -1.52325  -2.12373 -0.902607  -1.12183  -1.63133  -3.69607  -2.24735  -2.82167  -3.79774  -4.41861
-0.871537 -0.834226  -0.69375  -1.46774  -1.81559  -1.44292  -1.22881 -0.804591  -3.40779  -2.16373  -2.77315  -3.81478  -4.82263
-0.899262  -0.64438  -1.40151  -2.08067  -1.92327  -1.13428  -1.26111 -0.988761  -3.01153   -2.1429  -2.72476  -4.05664  -4.96542
-0.736289 -0.591711  -1.04702  -2.31562  -1.54431  -1.54633  -1.00203  -1.94764   -3.0834  -2.13011  -2.79032  -4.22654  -5.63257
-0.894754  -1.34375 -0.502356  -1.69275  -2.14232  -1.53491 -0.978903  -1.67046  -3.45781  -2.09051  -2.69302  -4.37636  -5.99077
-0.628745 -0.703317    -1.104  -1.47094   -1.7063   -1.2498  -1.68542 -0.865928  -3.42794  -2.11987    -2.527   -4.1113  -5.36333
  -1.0181 -0.412176  -1.72879  -1.95259  -2.21725  -1.79854  -1.25737  -1.10176  -3.02133  -2.18888  -2.63925  -4.16182  -4.85052
-0.786466  -1.18323 -0.549132  -2.37318  -1.36427  -1.17744  -1.11634  -2.16617  -3.13949  -2.31718  -2.86385  -4.59385  -4.90807
-0.862607  -1.24088 -0.565966  -1.77734  -3.03728  -1.76858  -1.20915  -1.66768  -3.85894  -2.42902  -2.79952  -5.15863  -4.85533
-0.82395 -0.51824 -2.04406 -1.70953 -1.59506  -1.0483 -1.83776 -1.16268 -4.20043   -2.482 -2.52694 -4.18055 -4.40691
 -1.07684 -0.620228  -1.17175  -1.99093  -3.02948  -2.15731  -1.25392  -1.42653  -3.62096  -2.52114  -2.36631  -3.55851  -4.11726
-0.795894  -1.67068 -0.343998  -2.53284  -1.56868 -0.910929  -1.81754  -2.04556  -3.70364  -2.60647  -2.32584  -3.68932  -4.02122
 -1.12356 -0.824014 -0.894547  -2.05094  -2.52375  -2.33018  -1.04823  -1.88467  -4.04833  -2.61164  -2.42099  -4.32734  -3.98053
-0.889093 -0.610432  -2.37585  -1.70294   -2.0146 -0.919567  -2.10039  -1.23871  -3.93079  -2.70019  -2.41084   -3.7507  -3.69784
 -1.11512 -0.821725 -0.894938  -1.99193  -2.30339  -2.49608  -1.41016  -1.43587  -3.47328   -2.8245  -2.30061  -3.19336  -3.37682
 -1.14891  -1.61232 -0.457946   -2.5256  -1.92542  -1.02421  -1.58653  -2.49875  -3.02923  -2.81783  -2.36986  -3.35953  -3.24666
 -1.21857 -0.728279  -1.23627   -2.3232  -2.29148  -2.26502  -1.16437   -1.8732  -2.66951  -2.45694  -2.85405  -4.11941  -3.40521
 -1.47098 -0.789048  -1.47888  -1.98801  -2.40812   -1.0497  -2.35333  -1.07747  -2.45964  -2.37457  -2.96831   -3.8119  -3.44771
-1.12958 -1.55974 -0.73684 -1.93213  -2.1652 -2.20687 -1.69161 -1.50706 -2.59821 -2.53759 -2.46506 -3.19544 -3.24161
 -1.58617 -0.991214  -1.02729  -2.06328   -2.5178  -1.33926  -1.22728  -2.88455  -2.56711  -2.76098  -2.32963  -3.10743  -3.14093
-1.22547 -0.83816 -1.65834 -2.45719 -2.02352 -2.11545 -1.43075  -1.2424 -2.54446 -2.57406 -2.67875 -3.36457 -3.29039
 -1.78997  -1.23044  -1.06125  -2.31083  -2.26192  -1.35412  -2.44522 -0.780588  -2.38874  -2.61057  -3.02089  -3.44871  -3.29094
-1.27575 -1.61306 -1.05788 -1.93261 -2.27981  -2.1613 -1.51582  -1.7247 -2.58805 -2.92845 -2.91247 -3.27949 -2.98128
  -1.695 -0.94183 -2.05114 -1.99097 -2.56129 -1.85121 -1.24096 -3.56856 -2.55346 -3.19487 -3.03476 -3.12557 -2.69215
-1.52345 -1.32498 -1.58129 -2.70203 -2.26628  -1.9105 -2.00478 -1.21664 -2.55755 -2.85451 -3.29728 -3.09801 -2.66155
 -1.56365  -2.18016  -1.10778  -3.28239   -2.0527  -1.96659  -2.24019 -0.907067  -2.47619  -2.75586  -3.25524  -3.23699  -2.80655
-1.83941 -1.24791 -1.82291 -2.07114 -2.45846 -2.19301 -1.87137 -1.79028 -2.92742 -3.07763 -3.05786  -3.3428  -2.9348
-1.60248 -1.37307  -2.1068 -1.87643 -2.76079 -1.80447 -1.58074 -3.76719 -3.26214 -3.86372 -3.18861 -3.11562 -2.89485
-1.90789 -1.96394 -1.45776 -2.69358  -2.1948 -2.67507 -1.85244 -1.61633 -3.70557 -3.97065 -3.35366 -2.89295  -2.7516
-1.64784 -1.84621 -1.85611 -3.46684 -2.30727 -1.49182 -2.85811 -1.24372 -3.71471 -3.57174 -3.53774  -2.9056 -2.74856
-2.61839  -1.3713 -2.31469 -2.70572 -2.68138 -3.13242 -1.62865 -2.06146 -4.42076 -3.30159 -3.82684 -3.11908 -2.83706
-1.57987 -2.75674 -1.62745 -2.58125 -2.65571 -1.76795 -2.58981 -3.19749 -4.34762 -3.23497 -4.09834 -3.26724  -2.7642
 -2.7056 -1.93867 -1.96397 -2.68576 -2.70817 -3.07566 -2.24559 -3.04711 -3.80948 -2.98875 -4.08847 -3.14259 -2.60407
-1.87841 -1.84028 -2.82345 -3.16476 -3.10623 -1.95184  -2.5771 -2.65348 -3.89047 -2.81909 -3.86389 -3.01674 -2.70028
-2.45016 -2.16118 -1.91437 -3.62674 -2.49818 -3.24995 -2.47725 -2.39606 -4.94658 -2.61008 -3.74719 -3.26054 -3.08737
-2.27554 -2.92628 -1.67091 -2.97342 -3.80555 -2.03855 -2.71062 -2.96983 -4.26347 -2.37214 -3.52304 -3.74401 -3.54601
-2.36102 -2.17016 -2.76197 -3.02971 -2.79067 -3.15235 -2.16588 -4.24665 -3.34779 -2.16848 -3.13634 -3.77029 -3.48506
 -2.9058 -1.92691 -3.12651  -2.6382 -3.15772  -1.9267 -3.14255 -3.07667 -3.20078 -2.10878  -2.9174 -3.40924 -3.41795
-2.36667 -3.44267 -1.68527 -2.64962 -2.95369 -2.71845 -2.69759 -2.70353 -3.76796 -2.16805 -2.88489  -3.5109 -3.57299
-2.87329 -3.36284 -1.80925 -3.40779 -2.30987 -2.40904 -2.74601 -2.99329 -3.90999 -2.20944 -2.88576 -4.12313 -3.79482
-2.15732 -1.96745 -3.72526 -2.89568 -2.98665 -2.56888 -2.51946 -3.15361 -3.46642 -2.17083 -2.73542 -4.44074 -3.78621
-2.94283 -2.00113 -2.74736 -2.41075  -3.1557 -2.98554 -3.28456 -2.67028 -3.36538 -2.10337 -2.60575 -3.94999 -3.74819
-2.25917 -2.89014 -1.85692 -2.71245 -2.99673 -2.42189 -3.55265 -2.84445 -3.88486 -2.10802  -2.5344 -3.89663 -3.66318
-3.53937 -2.25089 -2.21454 -3.51789 -2.39535 -2.84762 -2.43237 -3.64818 -4.14704 -2.12305 -2.51203 -4.19538 -3.81736
-2.34259 -2.02622 -3.00098 -3.22627 -3.26633 -1.96335 -2.91592 -3.13363  -3.8418 -2.18108 -2.34862  -4.3273  -4.2079
-2.44413 -2.20731 -2.51112 -2.72357 -3.10576 -2.76618 -2.92798 -2.85187 -3.55187 -2.04827 -2.30066 -4.20487 -4.47951
-2.54322  -2.6169 -2.16384 -2.70806 -3.36139 -2.17128 -2.98377 -3.11581 -3.17034 -1.91654 -2.30589 -4.06564 -4.14196
-2.55692 -2.09392 -2.32775 -3.14429 -2.51368 -3.08792  -2.8501 -2.85808 -2.71547 -2.12233 -2.30621 -3.96069 -3.95627
-2.25208 -1.68431 -2.27251 -3.26498 -3.23409 -2.06183 -2.85505 -2.66256 -3.21148 -2.35154 -2.50858 -3.96377 -4.17931
-1.86958 -1.69985 -1.98659 -3.60803 -3.57485 -2.96327 -2.56773  -2.8424 -3.73479 -2.35139 -2.79061 -4.04467 -4.31273
-2.44143 -1.83772 -2.09593 -4.39627 -3.54541 -2.43928 -2.81485 -3.09106  -3.6699 -2.17493 -2.60402 -3.98564 -4.19772
-2.51262 -1.78679  -2.2837 -3.54468  -3.6707 -3.18859 -2.67072 -2.91946 -2.77141 -2.12932 -2.30887  -3.9723 -4.00126
-2.70433 -1.95466 -2.04237 -3.24679 -3.60913 -2.19761 -2.51944 -2.91281 -3.13961 -2.22179 -2.27424 -4.06042 -4.23674
-1.94183 -1.83467 -2.14316 -3.57521 -3.37716 -2.92302 -2.34346 -2.92314 -3.57844 -2.31332  -2.5771  -4.1855 -4.39643
-2.36799 -1.78622 -2.41599 -3.50727 -3.33154 -2.75472   -2.661 -2.82358 -3.73192  -2.2328 -2.77446 -3.96647 -4.90664
-2.02285  -2.1343 -2.19222 -3.00534 -3.28746 -3.99522 -2.68762 -2.52239 -2.81688 -2.32315 -2.56527  -3.9088 -5.27089
-2.46191 -1.94865   -2.073  -2.9477 -2.98245 -2.85791 -2.68318 -2.45707  -3.0627 -2.50816 -2.56781 -4.15895 -5.37288
 -1.9778 -1.75418 -2.08869 -2.80565 -3.04504 -3.75139 -2.36762 -2.97633  -3.5969 -2.84251 -3.02881 -4.14156  -4.6748
-2.18604  -1.7447 -1.88264 -2.51494 -3.15581 -3.11081 -2.58411 -3.57153 -5.11927 -3.16472 -3.37953 -3.93827 -4.36478
 -1.9853 -1.78151 -1.97419 -2.62663 -2.84343  -3.5896 -2.71434 -3.00968 -4.39604 -3.06888 -3.11168 -4.11281 -4.04781
-2.71382 -1.61031 -2.38794 -2.90067 -2.65044 -3.06613 -2.76554 -2.78358 -3.89993  -3.2305 -2.67088 -4.56347 -3.76188
-2.45157 -2.11094 -2.33221 -2.48023 -3.25516 -3.49625 -2.67127 -3.22311 -3.78005 -3.17973 -2.75093 -3.95644 -3.22849
