0.5 0.5
0.5 0.5
0.5 0.5
0.5 0.5
0.5 0.5
0.5 0.5
0.5 0.5
0.5 0.5
0.5 0.5
0.5 0.5
0.5 0.5
0.5 0.5
0.5 0.5
0.5 0.5
0.5 0.5
0.5 0.5
0.5 0.5
1 0
          1 6.14108e-08
          1 3.15362e-07
          1 2.11159e-07
          1 2.40897e-07
   0.999994 6.41214e-06
    0.99921 0.000789477
  0.997781 0.00221901
  0.991078 0.00892212
 0.971738 0.0282623
0.717792 0.282208
 0.979233 0.0207666
 0.927921 0.0720787
  0.998943 0.00105715
  0.998997 0.00100296
  0.998956 0.00104391
   0.999986 1.38775e-05
   0.999991 9.03169e-06
   0.999992 7.55895e-06
   0.999976 2.45043e-05
   0.999999 6.82297e-07
          1 2.80654e-08
          1 1.86845e-08
   0.999999 8.99694e-07
          1 2.34907e-07
1 0
1 0
1 0
1 0
1 0
1 0
1 0
   0.999984 1.58024e-05
   0.999997 2.59191e-06
   0.999886 0.000114057
   0.999842 0.000157808
   0.999841 0.000159115
   0.999853 0.000146795
   0.999526 0.000474102
    0.99988 0.000119848
   0.999825 0.000174713
   0.999945 5.53802e-05
   0.999838 0.000162064
   0.999941 5.93086e-05
   0.999814 0.000186294
    0.99971 0.000289801
   0.999901 9.86457e-05
   0.999937 6.29545e-05
   0.999935 6.49775e-05
  0.998534 0.00146633
 0.943606 0.0563936
 0.974517 0.0254826
   0.99432 0.00568004
 0.948137 0.0518634
0.628375 0.371624
0.873724 0.126276
 0.917046 0.0829543
0.782008 0.217992
0.281713 0.718287
0.680339 0.319661
0.671 0.329
 0.977773 0.0222266
  0.995728 0.00427187
 0.945028 0.0549717
0.246487 0.753513
0.632868 0.367132
0.787829 0.212171
0.237842 0.762158
0.414403 0.585597
0.735237 0.264763
0.649909 0.350091
0.303946 0.696054
0.0536874  0.946313
0.601825 0.398175
 0.937547 0.0624533
0.542395 0.457605
 0.931843 0.0681571
 0.989936 0.0100644
   0.999221 0.000778636
  0.999472 0.00052818
 0.996131 0.0038695
 0.951552 0.0484478
 0.980335 0.0196649
0.998401 0.001599
  0.990789 0.00921097
  0.93545 0.0645505
  0.98431 0.0156897
   0.999066 0.000933554
   0.999153 0.000846994
   0.99154 0.00846026
  0.997714 0.00228576
   0.999138 0.000861543
  0.997691 0.00230893
  0.99775 0.0022503
   0.999463 0.000537246
 0.998569 0.0014306
  0.998897 0.00110339
   0.999186 0.000813734
  0.997006 0.00299444
 0.984835 0.0151648
0.851605 0.148395
0.844026 0.155974
   0.9151 0.0849001
 0.973713 0.0262874
0.832763 0.167237
 0.907209 0.0927907
0.685272 0.314728
0.86623 0.13377
0.370383 0.629617
0.759671 0.240329
 0.942632 0.0573684
  0.98703 0.0129698
 0.961963 0.0380367
0.833876 0.166124
 0.931081 0.0689187
 0.962105 0.0378948
 0.940721 0.0592792
0.474936 0.525064
0.829363 0.170637
0.664918 0.335082
0.485213 0.514787
0.126029 0.873971
0.376922 0.623078
0.56127 0.43873
0.666898 0.333102
0.728238 0.271762
0.680479 0.319521
0.856623 0.143377
 0.975189 0.0248113
0.864101 0.135899
 0.988042 0.0119578
   0.999814 0.000185747
  0.999788 0.00021177
   0.999929 7.05132e-05
   0.999938 6.18873e-05
  0.995109 0.00489051
 0.998654 0.0013462
   0.999742 0.000257561
    0.99975 0.000250317
0.579472 0.420528
0.664233 0.335767
  0.994307 0.00569278
   0.999073 0.000927003
 0.953167 0.0468332
0.299049 0.700951
0.819475 0.180525
 0.933509 0.0664911
 0.942666 0.0573339
0.464982 0.535018
0.53579 0.46421
0.101427 0.898573
0.667454 0.332546
0.837995 0.162005
 0.925644 0.0743558
0.227341 0.772659
0.740684 0.259316
0.838659 0.161341
0.884389 0.115611
0.239354 0.760646
0.588165 0.411835
0.861455 0.138545
  0.998244 0.00175622
 0.968205 0.0317952
 0.976083 0.0239175
 0.929297 0.0707033
0.466669 0.533331
0.491299 0.508701
0.818191 0.181809
0.867418 0.132582
0.676218 0.323782
0.441701 0.558299
0.273369 0.726631
0.000969449    0.999031
0.00523244   0.994768
0.0195751  0.980425
0.54977 0.45023
0.248582 0.751418
0.410856 0.589144
0.194787 0.805213
0.627741 0.372259
0.0776236  0.922376
0.038947 0.961053
0.0321675  0.967833
0.137801 0.862199
0.723545 0.276455
 0.932569 0.0674313
  0.990049 0.00995067
 0.971539 0.0284607
 0.989674 0.0103258
 0.934427 0.0655729
  0.997654 0.00234589
  0.998795 0.00120481
   0.999498 0.000502435
   0.999165 0.000835498
 0.997753 0.0022473
   0.999967 3.28014e-05
   0.999979 2.06888e-05
   0.999969 3.10701e-05
 0.997241 0.0027595
  0.999669 0.00033134
   0.999996 4.05191e-06
 0.999961 3.944e-05
  0.996693 0.00330656
   0.99649 0.00351034
   0.999992 7.75824e-06
   0.999998 2.40922e-06
   0.999998 2.13819e-06
   0.999994 6.12121e-06
   0.999993 6.84683e-06
   0.999994 5.53066e-06
         1 2.3039e-10
          1 1.48359e-07
          1 5.14306e-09
          1 1.56903e-07
          1 1.66181e-08
          1 4.27675e-08
          1 1.48614e-11
          1 5.56393e-10
          1 8.38633e-11
          1 7.09953e-09
          1 4.87264e-12
          1 1.14833e-08
          1 3.19737e-07
          1 3.38881e-07
          1 5.71652e-08
          1 1.53615e-08
          1 1.41074e-07
          1 5.28987e-09
          1 7.20841e-08
   0.999998 1.63962e-06
   0.999978 2.18091e-05
   0.999989 1.11103e-05
   0.999972 2.82174e-05
   0.999987 1.30726e-05
   0.999991 9.29199e-06
  0.999992 7.8532e-06
   0.999935 6.48381e-05
   0.999969 3.14009e-05
   0.999875 0.000125141
   0.999783 0.000217376
 0.973291 0.0267089
0.300023 0.699977
0.37481 0.62519
0.899405 0.100595
 0.926038 0.0739618
0.42334 0.57666
0.0747884  0.925212
0.108389 0.891611
0.230975 0.769025
0.19141 0.80859
0.0441489  0.955851
0.0327299   0.96727
0.457345 0.542655
 0.941071 0.0589286
0.765682 0.234318
0.273733 0.726267
0.119691 0.880309
0.024953 0.975047
0.100081 0.899919
0.455619 0.544381
0.791196 0.208804
0.493583 0.506416
0.198123 0.801877
0.557369 0.442631
0.855886 0.144114
0.395575 0.604425
0.257937 0.742063
0.571544 0.428456
  0.998245 0.00175482
   0.999836 0.000164252
   0.999946 5.39175e-05
   0.999739 0.000260562
  0.997187 0.00281326
   0.999782 0.000217733
   0.999958 4.16734e-05
   0.999981 1.87053e-05
  0.998981 0.00101853
 0.996471 0.0035292
  0.996997 0.00300281
  0.999975 2.4927e-05
   0.999725 0.000274947
 0.976414 0.0235859
0.788489 0.211511
  0.994175 0.00582545
  0.95494 0.0450602
0.138884 0.861116
0.10958 0.89042
0.874993 0.125007
 0.996703 0.0032972
   0.999674 0.000326129
   0.999986 1.37066e-05
   0.999993 6.63839e-06
   0.999968 3.24159e-05
    0.99995 4.96095e-05
   0.999999 7.53153e-07
          1 8.39167e-08
   0.999999 1.37208e-06
   0.999986 1.35956e-05
          1 3.27593e-07
          1 1.36141e-08
          1 1.22353e-07
   0.999997 3.47294e-06
   0.999999 1.03816e-06
          1 9.35711e-08
   0.999999 7.09513e-07
   0.999954 4.63625e-05
 0.958081 0.0419188
0.816721 0.183279
0.421958 0.578042
0.0628793  0.937121
0.00468824   0.995312
0.00217576   0.997824
0.000982289    0.999018
0.000153846    0.999846
3.58666e-05    0.999964
2.12278e-05    0.999979
1.53932e-05    0.999985
3.93327e-06    0.999996
1.4839e-06   0.999999
1.94498e-06    0.999998
9.36902e-06    0.999991
4.04269e-06    0.999996
5.4256e-06   0.999995
6.35443e-05    0.999936
0.000299776      0.9997
0.00010333   0.999897
2.51242e-05    0.999975
6.07718e-05    0.999939
0.000130386     0.99987
8.18215e-05    0.999918
3.23122e-05    0.999968
4.05563e-05    0.999959
0.000114577    0.999885
0.000248905    0.999751
0.000216614    0.999783
0.000106753    0.999893
